task_name,task_family,id,definition,inputs,targets
task195_sentiment140_classification,Sentiment Analysis,task195-fecdce38604040d798f4afe28e43f9c1,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",doesn't think she's going to cheer up for a long time ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-692743fe5fb6471896e3c305e31fa910,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",My nose hurts ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-39317a573f2b4606b3623519fa6594db,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","I'm used to having the house to myself in the mornings before work. Now that Natalie quit her job, I've temporarily lost that luxury ",negative
task195_sentiment140_classification,Sentiment Analysis,task195-1f6a698beb064d73a2bd864c5d56d6a2,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Goodnight World! Kind of excited to start work tomorrow ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-effb5ebe680d45468403c0587a306102,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","it was great catching up with my bestfriend, scott! seriously, he's AMAZING  he's like the first guy i turn to when things go wrong&lt;3",positive
task195_sentiment140_classification,Sentiment Analysis,task195-3618c720d08b418ea2935dd460b3c6b1,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@tweetie Why do I have to enter my registration details every time I update? ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-393a540eae914339b398404031b1d01b,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@TresselSet which one do you have? i think the diet coke could be substituted if you have the sun! very foggy here ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-32676df3eaf6450cbe854b0ddf0dced0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","I don't want to wake up early tomorrow.  Damn you, work!",negative
task195_sentiment140_classification,Sentiment Analysis,task195-328dcf162cad407290971a204b1b876d,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@bcclist That's probably the best question from last night.  When you have 6 time outs- USE THEM.  At the same time, I'm not complaining. ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-09d8091e3f2c4a628fc4fa5f9fe3cb93,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Wondering what the weather is going to do... we have a work event scheduled tonight. Outdoors.  ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-1b7a8e37a75a44fbbdf9c0e33a23e1e2,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Damn it! Now it really came off ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-514f417dd315428eb097bc52a425009d,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@TMills130 I'm mad late but good luck on your first day  YAY!!!!!!,positive
task195_sentiment140_classification,Sentiment Analysis,task195-2714f9f3e9024aab9169615a2a6163eb,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@AnnelieSch26 You be careful!!  Don't let me sick the twitter popo on you! ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-ea0d58995e0e4ee396faa20b57305d71,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","goin to bed, dont feel too good right now  'night world! &lt;3",negative
task195_sentiment140_classification,Sentiment Analysis,task195-a3f753f04be44e518f5531cb2a56260e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",It is such a lovely day today! ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-b340797533774474b6624c299999d512,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Conan Art.,positive
task195_sentiment140_classification,Sentiment Analysis,task195-620e0ea496f84793a928ce49bff4804e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",[Link] - Making the treck from lafayette to batonrouge solo. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-a9e9a5b3c5fa4d5aaff751443ff4c661,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",We need 17390 Votes for McFLY and MORE!! C'mon each of you 100 votes!!  so we need 174+ ppl !!! Be awesome! www.musiqtone.com,positive
task195_sentiment140_classification,Sentiment Analysis,task195-19c2ce9b7d6d400fb47fe8528ef4e226,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@audreygiselle why was youre day shit?  and yeah im just thinking about the usual junk i think about, you know lol email meee xxxxx",negative
task195_sentiment140_classification,Sentiment Analysis,task195-954e20c493ae4a138358ab0f6cc51320,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@jennygacy haha! i thought i had one once.... but it ended up being for the other dj.... ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-2e775a17538b44e4b6eed1c8c55fcc33,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Completed How I Met Your mother Season 4. I'm the happiest sit-commer in the whole world. Gonna get started on HM season 3 now  holidays!,positive
task195_sentiment140_classification,Sentiment Analysis,task195-17cc2ae943f44d70832309f253dc119b,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@lynnefairess at least rescued4life ain't using their work of ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-700033a2e9124ae79bbfb0f32ed1e717,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@amatodesign How Sweet!!  Say Hi to Fiona and Ben for me, And!",positive
task195_sentiment140_classification,Sentiment Analysis,task195-1d0231eec64642adb93a4e137990ef32,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@Angelina_Ward i want mi pueblo  when i get back we have to go asap,negative
task195_sentiment140_classification,Sentiment Analysis,task195-cefb699c4f2f43488c2b68015915767e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",#Zoesparty i'm going crazy trying to procure Dora dinner plates in B'lore! Aaargh! I guess no dora plates for the Dora party! ,negative
